symbol,source,sector,industry,liquidity_tier,liquidity_score,ddv,fundamental_score,fundamental_percentage,fundamental_grade,market_cap_score,price_score,volume_score,roe_score,profit_margin_score,revenue_growth_score,earnings_growth_score,current_ratio_score,debt_to_equity_score,institutional_score,market_cap,price,volume,roe,profit_margin,gross_margin,operating_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,current_ratio,debt_to_equity,quick_ratio,institutional_ownership,insider_ownership,pe_ratio,peg_ratio,currency
CMM.AX,ASX300,Basic Materials,Gold,TIER 3 - ADEQUATE,54.288128474014286,31150219.154,130.0,86.66666666666667,A+,10,5.0,5.0,20.0,15.0,25.0,25.0,15.0,10,0,6559693824,14.38,2173990,27.561999999999998,29.026999999999997,54.754999999999995,45.478,71.89999999999999,191.9,227.0,4.963,0.040709999999999996,4.209,0,0,38.864864,0,AUD
DUOL,IJH,Technology,Software - Application,TIER 2 - GOOD,88.99281073609906,310239832.5,130.0,86.66666666666667,A+,10,5.0,5.0,20.0,15.0,25.0,25.0,15.0,10,0,8112901120,175.5,1763140,36.246,40.032002,71.994,14.585,41.099999999999994,1114.3000000000002,1150.8,2.821,0.07443,2.596,0,0,22.131147,0,USD
TGTX,IJR,Healthcare,Biotechnology,TIER 3 - ADEQUATE,64.26159132660709,51710910.16666666,125.0,83.33333333333334,A,10,5.0,5.0,20.0,15.0,25.0,25.0,15.0,5,0,4732619264,29.81,1722848,111.95600000000002,84.128,85.341,18.159,92.80000000000001,12050.0,9974.6,3.825,0.41918999999999995,2.532,0,0,10.761733,0,USD
NVDA,IVV,Technology,Semiconductors,TIER 2 - GOOD,84.66506450127505,34858605586.66667,125.0,83.33333333333334,A,5,5.0,5.0,20.0,15.0,25.0,25.0,15.0,10,0,4540715761664,186.5,185917967,107.35900000000001,53.007000000000005,70.05,63.168997000000005,62.5,66.7,65.3,4.468,0.09102,3.605,0,0,46.04938,0,USD
SEZL,IJR,Financial Services,Credit Services,TIER 3 - ADEQUATE,63.52794002567688,58331197.583333336,122.0,81.33333333333333,A,10,5.0,5.0,20.0,15.0,25.0,25.0,15.0,2,0,2167868160,63.475,914851,107.026,27.663,71.646005,57.997,67.0,70.5,72.7,3.517,0.7610399999999999,3.157,0,0,19.53077,0,USD
COIN,IVV,Financial Services,Financial Data & Stock Exchanges,TIER 2 - GOOD,80.0,2080766906.0,120.0,80.0,A,5,5.0,5.0,20.0,15.0,25.0,25.0,15.0,5,0,60980371456,226.14,9411437,26.005,43.664002,84.822,25.253999999999998,58.9,430.6,473.00000000000006,2.404,0.48558999999999997,1.105,0,0,19.528498,0,USD
INCY,IVV,Healthcare,Biotechnology,TIER 2 - GOOD,72.5792462423462,221988044.25,120.0,80.0,A,10,5.0,5.0,20.0,15.0,15.0,25.0,15.0,10,0,19390793728,98.77,2233637,30.389,24.695,56.488997,31.633,20.0,290.7,298.4,3.195,0.00887,2.858,0,0,16.740677,0,USD
MU,IVV,Technology,Semiconductors,TIER 2 - GOOD,77.09300203439197,7302398939.450001,118.0,78.66666666666666,A,5,5.0,5.0,15.0,15.0,25.0,25.0,15.0,8,0,321231585280,285.41,25943908,22.554001,28.145999999999997,45.308998,44.974998,56.699999999999996,175.4,180.20000000000002,2.46,0.21244,1.7,0,0,27.104464,0,USD
TMDX,IJR,Healthcare,Medical Devices,TIER 2 - GOOD,71.98527158579057,106350687.75,117.0,78.0,A,10,5.0,5.0,20.0,12.0,25.0,25.0,15.0,0,0,4157306624,121.65,883630,32.476002,16.203,60.280997,16.2,32.2,450.1,476.79999999999995,7.689,1.46213,6.86,0,0,47.893703,0,USD
FSLR,IVV,Technology,Solar,TIER 2 - GOOD,75.83888335182323,549351016.2,117.0,78.0,A,10,5.0,5.0,10.0,15.0,25.0,25.0,12.0,10,0,28032108544,261.23,2130479,16.864,27.728,40.048,29.225,79.7,45.7,45.7,1.91,0.09893,1.382,0,0,20.032976,0,USD
APP,IVV,Communication Services,Advertising Agencies,TIER 1 - EXCELLENT,98.49470031675644,2847147797.6666665,115.0,76.66666666666667,A,5,5.0,5.0,20.0,15.0,25.0,25.0,15.0,0,0,227919560704,673.82,4456351,241.886,44.879000000000005,79.688,76.795,68.2,95.89999999999999,92.30000000000001,3.25,2.38274,3.048,0,0,79.36632,0,USD
RYN,IJH,Real Estate,REIT - Specialty,TIER 3 - ADEQUATE,73.37141851301163,32532408.58333333,115.0,76.66666666666667,A,10,5.0,5.0,10.0,15.0,25.0,25.0,15.0,5,0,3529603584,21.65,1465729,19.227,59.967000000000006,38.918,27.451999999999998,43.1,45.0,50.2,3.443,0.45621,3.335,0,0,8.326923,0,USD
DOCS,IJH,Healthcare,Health Information Services,TIER 2 - GOOD,74.29703040602662,97479689.4,115.0,76.66666666666667,A,10,5.0,5.0,15.0,15.0,15.0,25.0,15.0,10,0,8336651264,44.28,2150746,24.605,40.724,90.204,38.546002,23.200000000000003,40.9,40.6,7.786,0.010289999999999999,7.264,0,0,35.424,0,USD
PLTR,IVV,Technology,Software - Infrastructure,TIER 2 - GOOD,76.16883428691864,8292191253.75,115.0,76.66666666666667,A,5,5.0,5.0,10.0,15.0,25.0,25.0,15.0,10,0,423655800832,177.75,47967951,19.503999999999998,28.114,80.807996,33.296,62.8,200.0,231.4,6.427,0.0352,6.306,0,0,413.3721,0,USD
LRCX,IVV,Technology,Semiconductor Equipment & Materials,TIER 2 - GOOD,70.93885018669937,1864878570.9,115.0,76.66666666666667,A,5,5.0,5.0,20.0,15.0,20.0,25.0,15.0,5,0,215863508992,171.18,11053679,62.261003,29.657,49.313,34.354,27.700000000000003,44.3,40.5,2.207,0.43991,1.539,0,0,37.704845,0,USD
APH,IVV,Technology,Electronic Components,TIER 2 - GOOD,72.91199609362587,1053664732.3666666,114.0,76.0,A,5,5.0,5.0,20.0,12.0,25.0,25.0,15.0,2,0,165418860544,135.14,7797787,34.807998,18.218,36.308,27.481002,53.400000000000006,102.1,106.1,2.07,0.6399,1.409,0,0,45.046665,0,USD
VITL,IJR,Consumer Defensive,Farm Products,TIER 3 - ADEQUATE,66.63003213177778,54108489.333333336,113.40159984,75.60106655999999,A,10,5.0,5.0,15.0,3.4015998400000003,25.0,25.0,15.0,10,0,1430098176,31.94,1669624,20.712,8.5039996,37.805998,10.757,37.2,125.0,120.5,2.651,0.16992000000000002,2.036,0,0,24.19697,0,USD
PINS,IJH,Communication Services,Internet Content & Information,TIER 2 - GOOD,82.66651996912432,388108403.15,113.4,75.6,A,10,5.0,5.0,20.0,15.0,8.4,25.0,15.0,10,0,17603379200,25.89,14909683,51.491,48.988998,79.994005,5.5770002,16.8,225.0,201.39999999999998,8.363,0.042539999999999994,8.143,0,0,9.08421,0,USD
NXT,IJH,Technology,Solar,TIER 2 - GOOD,73.96542360444778,192772252.25,111.32,74.21333333333334,B+,10,5.0,5.0,20.0,12.0,25.0,9.32,15.0,10,0,13221698560,87.11,2243503,35.449000000000005,17.079,33.238,20.317,42.4,23.3,27.3,2.178,0.023010000000000003,1.844,0,0,22.567358,0,USD
FIX,IVV,Industrials,Engineering & Construction,TIER 2 - GOOD,88.5607769107645,541697070.8333333,111.256,74.17066666666666,B+,10,5.0,5.0,20.0,8.0,25.0,25.0,3.2560000000000002,10,0,32927825920,933.29,572085,43.842,10.062999999999999,23.487,15.434000000000001,35.199999999999996,101.69999999999999,99.4,1.221,0.18972999999999998,1.181,0,0,39.529434,0,USD
PTC,IVV,Technology,Software - Application,TIER 3 - ADEQUATE,69.70061930271592,147624682.95000002,110.98133333333334,73.98755555555556,B+,10,5.0,5.0,15.0,15.0,25.0,25.0,2.9813333333333336,8,0,20809082880,174.21,840122,20.849999999999998,26.795997999999997,83.755,50.643003,42.699999999999996,174.8,174.9,1.118,0.35802,0.967,0,0,28.652962,0,USD
NST.AX,ASX300,Basic Materials,Gold,TIER 3 - ADEQUATE,67.12150029321792,154582712.064,110.76733333333334,73.84488888888889,B+,10,5.0,5.0,3.767333333333333,15.0,25.0,25.0,12.0,10,0,38243557376,26.73,5806030,11.302,20.884000999999998,35.446998,34.067002,32.6,76.4,89.4,1.82,0.11465,1.254,0,0,23.866072,0,AUD
CTRE,IJR,Real Estate,REIT - Healthcare Facilities,TIER 3 - ADEQUATE,64.93149254077866,64921422.93333332,110.69033333333334,73.79355555555556,B+,10,5.0,5.0,2.6903333333333332,15.0,25.0,25.0,15.0,8,0,8074539520,36.16,1800630,8.071,61.00299999999999,96.26599999999999,66.23599999999999,71.2,67.4,124.0,5.14,0.22249,4.597,0,0,26.588236,0,USD
ACAD,IJR,Healthcare,Biotechnology,TIER 3 - ADEQUATE,62.57972860540871,44238749.11666667,110.65,73.76666666666667,B+,10,5.0,5.0,20.0,15.0,5.65,25.0,15.0,10,0,4518846464,26.71,1674567,34.952,24.941999,58.997,12.833,11.3,112.79999999999998,119.10000000000001,3.019,0.05975,2.766,0,0,17.232258,0,USD
EXEL,IJH,Healthcare,Biotechnology,TIER 2 - GOOD,72.13910113495277,121600125.75,110.4,73.6,B+,10,5.0,5.0,20.0,15.0,5.4,25.0,15.0,10,0,11799147520,43.83,2753201,30.563000000000002,29.626,96.626997,42.886,10.8,72.5,64.1,3.752,0.08166999999999999,3.504,0,0,18.415966,0,USD
MC,IJR,Financial Services,Capital Markets,TIER 3 - ADEQUATE,63.70500910804867,57353791.83333333,110.344,73.56266666666667,B+,10,5.0,5.0,20.0,12.0,25.0,25.0,3.344,5,0,5099161088,68.74,831112,51.383995999999996,15.984000000000002,92.644995,13.536999999999999,30.4,201.29999999999998,215.89999999999998,1.254,0.4328,1.133,0,0,22.837208,0,USD
CF,IVV,Basic Materials,Agricultural Inputs,TIER 2 - GOOD,73.82712234517639,175732592.50000003,110.0,73.33333333333333,B+,10,5.0,5.0,15.0,15.0,15.0,25.0,15.0,5,0,12526988288,77.34,2287632,21.967,20.472,36.862,33.936,21.099999999999998,41.6,27.900000000000002,2.273,0.44133,1.863,0,0,9.351873,0,USD
NEM,IVV,Basic Materials,Gold,TIER 2 - GOOD,81.54116121174621,1026926462.9166664,110.0,73.33333333333333,B+,5,5.0,5.0,15.0,15.0,15.0,25.0,15.0,10,0,109680197632,99.85,10330704,22.875999,33.423,59.299,46.85,20.0,108.1,98.7,2.039,0.16914,1.379,0,0,15.528771,0,USD
LRN,IJR,Consumer Defensive,Education & Training Services,TIER 1 - EXCELLENT,99.494395712,122718349.3,110.0,73.33333333333333,B+,10,5.0,5.0,15.0,8.0,25.0,25.0,15.0,2,0,2847819008,64.93,1846551,23.041001,12.761,39.202,5.38,47.8,108.3,114.7,6.775,0.57949,6.259,0,0,10.129485,0,USD
HL,IJH,Basic Materials,Other Precious Metals & Mining,TIER 1 - EXCELLENT,105.0,394570835.26666665,109.95933333333333,73.30622222222222,B+,10,5.0,5.0,2.9593333333333334,12.0,25.0,25.0,15.0,10,0,12859194368,19.19,20590090,8.878,16.268998,49.515998,37.598,67.10000000000001,5684.8,5619.8,2.153,0.11711,1.429,0,0,61.90323,0,USD
CALM,IJR,Consumer Defensive,Farm Products,TIER 3 - ADEQUATE,66.59363000339528,72948980.3,108.7,72.46666666666667,B+,10,5.0,5.0,20.0,15.0,8.7,20.0,15.0,10,0,3859113728,79.57,954024,55.108000000000004,28.858998000000003,43.535998,26.208,17.4,34.599999999999994,32.9,6.841,0.0,5.554,0,0,3.059208,0,USD
LLY,IVV,Healthcare,Drug Manufacturers - General,TIER 1 - EXCELLENT,91.20790267229376,3731953470.466667,108.0,72.0,B+,5,5.0,5.0,20.0,15.0,25.0,25.0,8.0,0,0,963404234752,1074.68,3544243,96.47,30.986000000000004,83.029,48.294,53.900000000000006,480.40000000000003,475.3,1.546,1.7851599999999999,0.724,0,0,52.6288,0,USD
HLNE,IJH,Financial Services,Asset Management,TIER 3 - ADEQUATE,63.90552394778638,72326158.85,107.28,71.52000000000001,B+,10,5.0,5.0,20.0,15.0,20.0,9.280000000000001,15.0,8,0,7540929024,134.31,550653,33.82,31.116,60.777,41.762,27.3,23.200000000000003,28.9,3.175,0.32149,2.988,0,0,24.287521,0,USD
NBIX,IJH,Healthcare,Drug Manufacturers - Specialty & Generic,TIER 2 - GOOD,71.78920603507412,139243257.18333334,106.98599999999999,71.324,B+,10,5.0,5.0,4.985999999999999,12.0,20.0,25.0,15.0,10,0,14141258752,141.83,985617,14.957999999999998,15.953999999999999,63.212,30.104,27.800000000000004,64.5,61.4,3.383,0.15971,2.888,0,0,33.930622,0,USD
EVN.AX,ASX300,Basic Materials,Gold,TIER 3 - ADEQUATE,68.28590499794832,92072699.452,106.0,70.66666666666667,B+,10,5.0,5.0,15.0,15.0,15.0,25.0,8.0,8,0,25748279296,12.68,7231143,20.382998999999998,21.284,35.827999999999996,36.115003,23.599999999999998,71.6,72.39999999999999,1.528,0.36064999999999997,1.019,0,0,27.565218,0,AUD
GMG.AX,ASX300,Real Estate,REIT - Diversified,TIER 3 - ADEQUATE,62.62139064392497,103786898.31666668,105.7196668,70.47977786666667,B+,5,5.0,5.0,2.7196668,15.0,25.0,25.0,15.0,8,0,63347687424,30.98,3321571,8.1590004,48.869,76.829004,59.699999999999996,53.6,581.6,615.0,2.668,0.2263,1.816,0,0,36.023254,0,AUD
VVV,IJH,Consumer Cyclical,Auto & Truck Dealerships,TIER 2 - GOOD,87.78873559960024,65780651.9,104.86933333333333,69.91288888888889,B+,10,5.0,5.0,20.0,8.0,20.0,25.0,1.8693333333333333,10,0,3697651712,29.06,2239140,81.96900000000001,12.318999999999999,38.501999999999995,26.228002,28.1,40.300000000000004,37.7,0.701,0.0,0.406,0,0,17.401197,0,USD
MPWR,IVV,Technology,Semiconductors,TIER 1 - EXCELLENT,95.38395035802256,635980727.1999999,104.45,69.63333333333334,B+,10,5.0,5.0,20.0,15.0,9.45,15.0,15.0,10,0,43420987392,906.36,696467,64.029,71.22,55.239000000000004,26.477,18.9,25.8,23.400000000000002,4.771,0.00528,3.412,0,0,23.257889,0,USD
MNST,IVV,Consumer Defensive,Beverages - Non-Alcoholic,TIER 3 - ADEQUATE,68.4866961551563,420113009.4333333,103.4,68.93333333333334,B+,5,5.0,5.0,20.0,15.0,8.4,20.0,15.0,10,0,74908213248,76.67,5429724,25.538,21.654,55.813,30.738001999999998,16.8,39.5,41.4,3.185,0.00779,2.629,0,0,43.5625,0,USD
HOOD,IVV,Financial Services,Capital Markets,TIER 2 - GOOD,80.0,2979912994.5,102.95466666666667,68.63644444444445,B+,5,5.0,5.0,20.0,15.0,25.0,25.0,2.9546666666666668,0,0,101698256896,113.1,26809495,27.816000000000003,52.188,92.245,51.805,100.0,259.5,270.7,1.108,1.8879400000000002,1.053,0,0,47.124996,0,USD
HRMY,IJR,Healthcare,Biotechnology,TIER 3 - ADEQUATE,55.8747266087498,30161767.333333336,102.04,68.02666666666667,B+,10,5.0,5.0,20.0,15.0,20.0,4.040000000000001,15.0,8,0,2155255808,37.42,812943,25.934,22.479999,77.69800000000001,27.348,28.7,10.100000000000001,10.4,3.755,0.20324,3.461,0,0,11.804416,0,USD
DXCM,IVV,Healthcare,Medical Devices,TIER 2 - GOOD,74.00348968687815,388506529.2666667,102.0,68.0,B+,10,5.0,5.0,20.0,12.0,15.0,25.0,8.0,2,0,26027345920,66.37,5877716,30.635,15.958998999999999,59.014,20.053,21.6,109.89999999999999,110.80000000000001,1.565,0.94479,1.346,0,0,36.872223,0,USD
CVNA,IVV,Consumer Cyclical,Auto & Truck Dealerships,TIER 1 - EXCELLENT,96.84300744768902,1715608364.6,101.3776,67.58506666666668,B+,5,5.0,5.0,20.0,1.3776,25.0,25.0,15.0,0,0,91495383040,422.02,3994351,68.15,3.444,21.372999,9.793000000000001,54.50000000000001,60.9,77.60000000000001,4.047,1.9240899999999999,1.928,0,0,96.13212,0,USD
ANET,IVV,Technology,Computer Hardware,TIER 2 - GOOD,73.34910038545377,1011610563.5,101.2,67.46666666666667,B+,5,5.0,5.0,20.0,15.0,20.0,6.2,15.0,10,0,165004132352,131.03,7795761,31.735999999999997,39.73,64.34299999999999,42.378,27.500000000000004,15.5,14.000000000000002,3.254,0.0,2.485,0,0,49.82129,0,USD
PCTY,IJH,Technology,Software - Application,TIER 3 - ADEQUATE,67.42897459448992,93178516.66666666,100.864,67.24266666666668,B+,10,5.0,5.0,15.0,8.0,20.0,25.0,2.8640000000000003,10,0,8412148224,152.5,619585,20.416999999999998,13.748999000000001,69.008005,5.434,28.199999999999996,133.29999999999998,140.1,1.074,0.1409,0.07,0,0,38.125,0,USD
FHI,IJH,Financial Services,Asset Management,TIER 3 - ADEQUATE,53.1378476946518,28953523.5,100.45,66.96666666666667,B+,10,5.0,5.0,20.0,15.0,7.449999999999999,15.0,15.0,8,0,4038552576,52.07,552604,32.709998,21.864,67.296,27.575,14.899999999999999,26.400000000000002,18.9,3.129,0.36845,2.924,0,0,10.893305,0,USD
GMED,IJH,Healthcare,Medical Devices,TIER 2 - GOOD,73.94605094491904,144594964.1,100.33633333333333,66.8908888888889,B+,10,5.0,5.0,3.336333333333333,12.0,15.0,25.0,15.0,10,0,11791848448,87.31,1688191,10.009,15.299999999999999,67.513,22.211,22.900000000000002,131.6,129.5,4.13,0.027309999999999997,2.315,0,0,28.255663,0,USD
ADI,IVV,Technology,Semiconductors,TIER 2 - GOOD,70.02078899791172,999407256.0,100.191,66.794,B+,5,5.0,5.0,2.191,15.0,20.0,25.0,15.0,8,0,132794204160,271.2,3681140,6.5729999999999995,20.575,61.467000000000006,30.501,25.900000000000002,66.10000000000001,64.8,2.19,0.265,1.568,0,0,59.473686,0,USD
AROC,IJR,Energy,Oil & Gas Equipment & Services,TIER 3 - ADEQUATE,87.50325825050761,44202776.0,100.0,66.66666666666666,B+,10,5.0,5.0,10.0,12.0,25.0,25.0,8.0,0,0,4563118080,26.02,1700643,19.556,18.433,64.004,38.647,30.9,79.9,89.9,1.557,1.80817,0.956,0,0,17.231789,0,USD
SYF,IVV,Financial Services,Credit Services,TIER 2 - GOOD,73.39426768359661,281714604.75000006,100.0,66.66666666666666,B+,10,5.0,5.0,15.0,15.0,15.0,25.0,0.0,10,0,31040759808,83.43,3405412,21.636999000000003,37.066,0.0,53.381,20.7,47.4,36.5,0.0,0.0,0.0,0,0,9.148026,0,USD
AMD,IVV,Technology,Semiconductors,TIER 2 - GOOD,80.0,10791964640.4,99.77233333333334,66.51488888888889,B+,5,5.0,5.0,1.7723333333333333,8.0,25.0,25.0,15.0,10,0,348661383168,214.16,54080703,5.317,10.323,51.456999999999994,13.736,35.6,60.3,61.199999999999996,2.308,0.06366,1.176,0,0,112.125656,0,USD
UBER,IVV,Technology,Software - Application,TIER 1 - EXCELLENT,95.88548920907644,1461268819.8166664,98.07733333333333,65.38488888888888,B+,5,5.0,5.0,20.0,15.0,15.0,25.0,3.0773333333333333,5,0,170399547392,81.71,17967182,72.994006,33.542,34.150000000000006,8.2650006,20.4,158.5,153.7,1.154,0.45755,0.98,0,0,10.516088,0,USD
HALO,IJH,Healthcare,Biotechnology,TIER 2 - GOOD,74.95131462594816,145790083.16666666,98.0,65.33333333333333,B+,10,5.0,5.0,20.0,15.0,15.0,20.0,8.0,0,0,7914278400,67.3,2211311,124.49900000000001,47.912997000000004,78.912,61.514,22.1,36.199999999999996,27.900000000000002,1.587,3.0538,1.252,0,0,14.198314,0,USD
PAYC,IVV,Technology,Software - Application,TIER 3 - ADEQUATE,69.97703338481269,117577401.6,97.86133333333333,65.24088888888889,B+,10,5.0,5.0,20.0,15.0,4.6,25.0,3.2613333333333334,10,0,8965050368,159.36,751396,28.557,22.645001,86.79400000000001,22.826,9.2,49.6,51.0,1.223,0.049429999999999995,0.242,0,0,19.796272,0,USD
AMP,IVV,Financial Services,Asset Management,TIER 3 - ADEQUATE,68.79355625430608,298438903.1333333,97.65,65.10000000000001,B+,10,5.0,5.0,20.0,12.0,3.65,25.0,15.0,2,0,46225121280,490.34,603808,59.589000000000006,19.586000000000002,56.766000000000005,37.297999999999995,7.3,86.6,78.5,2.435,0.54222,1.554,0,0,13.496834,0,USD
RL,IVV,Consumer Cyclical,Apparel Manufacturing,TIER 2 - GOOD,84.58883556848852,220300208.7,96.25,64.16666666666667,B,10,5.0,5.0,20.0,8.0,8.25,25.0,15.0,0,0,21443141632,353.61,621740,34.005,11.2840004,69.216,14.074998999999998,16.5,43.7,40.300000000000004,2.04,1.11231,1.271,0,0,26.115952,0,USD
APO,IVV,Financial Services,Asset Management,TIER 1 - EXCELLENT,93.59010634194156,482087231.2666666,96.0,64.0,B,5,5.0,5.0,10.0,12.0,20.0,25.0,12.0,2,0,84021968896,144.76,3405858,16.549,15.777000999999998,39.975,29.920997999999997,26.400000000000002,115.3,114.1,1.986,0.94598,1.875,0,0,21.10204,0,USD
MLI,IJH,Industrials,Metal Fabrication,TIER 3 - ADEQUATE,67.10852287785715,84809839.33333333,96.0,64.0,B,10,5.0,5.0,20.0,12.0,4.0,15.0,15.0,10,0,12744365056,114.8,733998,26.139998,18.096,29.471000000000004,24.359,8.0,27.0,23.400000000000002,4.825,0.00935,3.72,0,0,17.15994,0,USD
GOOG,IVV,Communication Services,Internet Content & Information,TIER 3 - ADEQUATE,66.74005696319585,7147479084.0,95.95,63.96666666666667,B,5,5.0,5.0,20.0,15.0,7.95,20.0,8.0,10,0,3788141232128,313.8,22818127,35.449999999999996,32.233003,59.172000000000004,30.512,15.9,35.3,33.0,1.747,0.11424,1.563,0,0,30.946743,0,USD
GOOGL,IVV,Communication Services,Internet Content & Information,TIER 2 - GOOD,73.87831717939757,11198962111.666666,95.95,63.96666666666667,B,5,5.0,5.0,20.0,15.0,7.95,20.0,8.0,10,0,3791094022144,313.0,35726241,35.449999999999996,32.233003,59.172000000000004,30.512,15.9,35.3,33.0,1.747,0.11424,1.563,0,0,30.86785,0,USD
CPRX,IJR,Healthcare,Biotechnology,TIER 3 - ADEQUATE,57.40392334318419,29789853.4,95.65,63.76666666666667,B,10,5.0,5.0,20.0,15.0,7.649999999999999,8.0,15.0,10,0,2868775168,23.34,1282012,27.519,37.627998,83.133006,44.657000000000004,15.299999999999999,20.0,20.3,6.622,0.00314,6.189,0,0,13.649122,0,USD
CARG,IJR,Consumer Cyclical,Auto & Truck Dealerships,TIER 3 - ADEQUATE,58.4163043968087,33918401.833333336,95.6,63.733333333333334,B,10,5.0,5.0,20.0,12.0,1.6,25.0,15.0,2,0,3806628096,38.35,895129,35.39,16.406000000000002,88.504,24.499000000000002,3.2,114.3,98.6,2.87,0.51475,2.327,0,0,25.91216,0,USD
ISRG,IVV,Healthcare,Medical Instruments & Supplies,TIER 1 - EXCELLENT,93.56421417113978,1145460268.2,95.0,63.33333333333333,B,5,5.0,5.0,10.0,15.0,15.0,15.0,15.0,10,0,203026759680,566.36,2047493,16.902,28.577997999999997,66.376996,30.325999999999997,22.900000000000002,25.0,24.7,4.728,0.0,3.49,0,0,75.213806,0,USD
JHG,IJH,Financial Services,Asset Management,TIER 2 - GOOD,92.30047073969288,74671580.4,94.76966683333333,63.179777888888886,B,10,5.0,5.0,3.719666833333334,15.0,6.05,25.0,15.0,10,0,7348443136,47.57,1527580,11.159000500000001,20.069,64.563006,25.714,12.1,441.2,420.5,4.021,0.06962,3.793,0,0,14.032448,0,USD
WWD,IJH,Industrials,Aerospace & Defense,TIER 3 - ADEQUATE,68.75066983890392,162579130.26666665,94.25,62.83333333333333,B,10,5.0,5.0,10.0,8.0,8.25,25.0,15.0,8,0,18138228736,302.32,536111,18.642999,12.394,26.992,15.876001,16.5,63.9,65.2,2.077,0.29429,1.279,0,0,41.98889,0,USD
SSB,IJH,Financial Services,Banks - Regional,TIER 3 - ADEQUATE,66.68900620047668,75596994.5,93.10700013333333,62.07133342222222,B,10,5.0,5.0,3.107000133333333,15.0,25.0,20.0,0.0,10,0,9524777984,94.11,806727,9.321000399999999,29.898000000000003,0.0,54.703,60.099999999999994,30.099999999999998,72.3,0.0,0.0,0.0,0,0,12.909465,0,USD
MWA,IJR,Industrials,Specialty Industrial Machinery,TIER 3 - ADEQUATE,57.62636031314837,32493378.1,92.7,61.8,B,10,5.0,5.0,15.0,8.0,4.7,25.0,15.0,5,0,3724498944,23.82,1349745,21.396999,13.408000000000001,36.426997,20.352,9.4,451.1,426.0,3.544,0.48895000000000005,2.216,0,0,19.52459,0,USD
CRS,IJH,Industrials,Metal Fabrication,TIER 2 - GOOD,72.04888522967283,283372266.7333333,92.1,61.4,B,10,5.0,5.0,15.0,8.0,1.0999999999999999,25.0,15.0,8,0,15694803968,314.84,898748,23.166999,14.299000000000001,27.951999999999998,20.703,2.1999999999999997,45.5,44.5,4.437,0.36845999999999995,2.18,0,0,38.442005,0,USD
ECG,IJR,Industrials,Engineering & Construction,TIER 3 - ADEQUATE,59.78454619495572,44112026.6,92.0712,61.3808,B,10,5.0,5.0,20.0,2.0712,20.0,20.0,8.0,2,0,4364122624,85.56,512293,35.263002,5.178,12.100001,7.335,29.7,35.5,36.4,1.757,0.64494,1.625,0,0,24.101408,0,USD
DT,IJH,Technology,Software - Application,TIER 2 - GOOD,72.30054540994067,140482709.4,92.05,61.36666666666667,B,10,5.0,5.0,15.0,15.0,9.049999999999999,15.0,8.0,10,0,13067280384,43.34,3253691,20.569000000000003,27.328000000000003,81.838995,14.776,18.099999999999998,28.599999999999998,30.099999999999998,1.587,0.03125,1.407,0,0,25.952097,0,USD
STRL,IJH,Industrials,Engineering & Construction,TIER 2 - GOOD,71.22103975854523,205854440.9833333,91.656,61.104,B,10,5.0,5.0,20.0,8.0,8.0,25.0,2.656,8,0,9407194112,306.23,668641,36.919999999999995,14.139,23.055,19.158001,16.0,50.8,50.2,0.996,0.33106,0.942,0,0,30.02255,0,USD
CLSK,IJR,Financial Services,Capital Markets,TIER 2 - GOOD,78.426359488,335769337.9333333,91.37333333333333,60.91555555555556,B,10,3.373333333333333,5.0,10.0,15.0,25.0,0.0,15.0,8,0,2705437952,10.12,33560798,18.52,47.561002,55.227000000000004,-184.064,150.5,0.0,0.0,4.18,0.37963,0.136,0,0,9.035714,0,USD
VLY,IJH,Financial Services,Banks - Regional,TIER 2 - GOOD,74.32824426017271,114318350.4,91.249,60.83266666666667,B,10,3.893333333333333,5.0,2.3556666666666666,15.0,20.0,25.0,0.0,10,0,6537541632,11.68,9964867,7.066999999999999,30.413,0.0,47.689998,26.3,54.300000000000004,66.9,0.0,0.0,0.0,0,0,13.272728,0,USD
AVGO,IVV,Technology,Semiconductors,TIER 1 - EXCELLENT,90.61250177416814,9929552470.333334,91.2,60.8,B,5,5.0,5.0,20.0,15.0,8.200000000000001,25.0,8.0,0,0,1640954855424,346.1,28374245,31.048,36.198002,77.325994,31.765,16.400000000000002,188.1,172.70000000000002,1.705,1.66032,1.53,0,0,72.40585,0,USD
KTOS,IJH,Industrials,Aerospace & Defense,TIER 2 - GOOD,75.23738179696964,231898344.61666664,91.02380004,60.68253336,B,10,5.0,5.0,0.401,0.62280004,20.0,25.0,15.0,10,0,12816698368,75.91,3102356,1.203,1.5570001,22.906000000000002,2.1,26.0,150.0,171.9,4.304,0.06777999999999999,3.442,0,0,583.92316,0,USD
